"Date Printed: Sunday, January 26, 2025 9:48:28 PM"
Title: "HIV prevalence | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | Alameda County, CA | Alpine County, CA | Amador County, CA | Butte County, CA | Calaveras County, CA | Colusa County, CA | Contra Costa County, CA | Del Norte County, CA | El Dorado County, CA | Fresno County, CA | Glenn County, CA | Humboldt County, CA | Imperial County, CA | Inyo County, CA | Kern County, CA | Kings County, CA | Lake County, CA | Lassen County, CA | Los Angeles County, CA | Madera County, CA | Marin County, CA | Mariposa County, CA | Mendocino County, CA | Merced County, CA | Modoc County, CA | Mono County, CA | Monterey County, CA | Napa County, CA | Nevada County, CA | Orange County, CA | Placer County, CA | Plumas County, CA | Riverside County, CA | Sacramento County, CA | San Benito County, CA | San Bernardino County, CA | San Diego County, CA | San Francisco County, CA | San Joaquin County, CA | San Luis Obispo County, CA | San Mateo County, CA | Santa Barbara County, CA | Santa Clara County, CA | Santa Cruz County, CA | Shasta County, CA | Sierra County, CA | Siskiyou County, CA | Solano County, CA | Sonoma County, CA | Stanislaus County, CA | Sutter County, CA | Tehama County, CA | Trinity County, CA | Tulare County, CA | Tuolumne County, CA | Ventura County, CA | Yolo County, CA | Yuba County, CA | American Indian/Alaska Native | Asian | Black/African American | Hispanic/Latino | Multiracial | Native Hawaiian/Other Pacific Islander | White | Both sexes | Ages 13 years and older | All transmission categories""
Footnote(s): Data for 2023 and 2024 are considered preliminary (subject to a 12-month reporting delay). Inclusion of preliminary data in trend assessments is discouraged. Numbers less than 12͵ and rates and percentages based on these numbers͵ should be interpreted with caution. HIV diagnoses and PrEP data for the year 2020͵ which coincided with the onset of the COVID-19 pandemic͵ should be interpreted with caution due to the impact of the pandemic on access to HIV testing͵ PrEP prescriptions͵ and care-related services. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
   Prevalence data for the year 2022 are preliminary and based on death data received by CDC as of December 2023. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
   ^ Jurisdiction with incomplete reporting of deaths for most recent year.
   The 'Sex' column is used for either sex assigned at birth or gender identity.
   NA - Not applicable.



Indicator,Year,State,County,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV prevalence","2019","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","66"
"HIV prevalence","2019","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","6,499"
"HIV prevalence","2019","CA","Colusa County","Colusa County, CA","06011","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","245"
"HIV prevalence","2019","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","7","254.1","2,755"
"HIV prevalence","2019","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Asian","Both sexes","All transmission categories","139","78.8","176,371"
"HIV prevalence","2019","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","769","898.3","85,609"
"HIV prevalence","2019","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","686","292.2","234,740"
"HIV prevalence","2019","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","5","107.8","4,637"
"HIV prevalence","2019","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","White","Both sexes","All transmission categories","947","217.9","434,607"
"HIV prevalence","2019","CA","Contra Costa County","Contra Costa County, CA","06013","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","123","372.7","32,999"
"HIV prevalence","2019","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,608"
"HIV prevalence","2019","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","660"
"HIV prevalence","2019","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","869"
"HIV prevalence","2019","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,552"
"HIV prevalence","2019","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","36"
"HIV prevalence","2019","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","15,174"
"HIV prevalence","2019","CA","Del Norte County","Del Norte County, CA","06015","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","769"
"HIV prevalence","2019","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","1,297"
"HIV prevalence","2019","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Asian","Both sexes","All transmission categories","5","63.3","7,901"
"HIV prevalence","2019","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,513"
"HIV prevalence","2019","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","33","165.9","19,897"
"HIV prevalence","2019","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","263"
"HIV prevalence","2019","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","White","Both sexes","All transmission categories","164","124.5","131,744"
"HIV prevalence","2019","CA","El Dorado County","El Dorado County, CA","06017","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","8","184.0","4,347"
"HIV prevalence","2019","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","11","219.1","5,021"
"HIV prevalence","2019","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Asian","Both sexes","All transmission categories","68","80.5","84,467"
"HIV prevalence","2019","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","292","786.3","37,137"
"HIV prevalence","2019","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","1,136","281.4","403,705"
"HIV prevalence","2019","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","6","543.2","1,104"
"HIV prevalence","2019","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","White","Both sexes","All transmission categories","484","194.1","249,302"
"HIV prevalence","2019","CA","Fresno County","Fresno County, CA","06019","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","55","445.1","12,358"
"HIV prevalence","2019","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","375"
"HIV prevalence","2019","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","592"
"HIV prevalence","2019","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","197"
"HIV prevalence","2019","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","9,023"
"HIV prevalence","2019","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","25"
"HIV prevalence","2019","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,446"
"HIV prevalence","2019","CA","Glenn County","Glenn County, CA","06021","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","342"
"HIV prevalence","2019","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","5,739"
"HIV prevalence","2019","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,151"
"HIV prevalence","2019","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","5","346.0","1,445"
"HIV prevalence","2019","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","35","274.4","12,754"
"HIV prevalence","2019","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","286"
"HIV prevalence","2019","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","White","Both sexes","All transmission categories","151","169.2","89,233"
"HIV prevalence","2019","CA","Humboldt County","Humboldt County, CA","06023","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","23","484.2","4,750"
"HIV prevalence","2019","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,109"
"HIV prevalence","2019","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,893"
"HIV prevalence","2019","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","6","146.9","4,085"
"HIV prevalence","2019","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","308","259.0","118,925"
"HIV prevalence","2019","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","100"
"HIV prevalence","2019","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","White","Both sexes","All transmission categories","42","263.3","15,953"
"HIV prevalence","2019","CA","Imperial County","Imperial County, CA","06025","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","725"
"HIV prevalence","2019","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","Data suppressed","Data suppressed","1,560"
"HIV prevalence","2019","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","245"
"HIV prevalence","2019","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","Data suppressed","Data suppressed","143"
"HIV prevalence","2019","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","Data suppressed","Data suppressed","3,131"
"HIV prevalence","2019","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","Data suppressed","Data suppressed","19"
"HIV prevalence","2019","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","White","Both sexes","All transmission categories","Data suppressed","Data suppressed","9,893"
"HIV prevalence","2019","CA","Inyo County","Inyo County, CA","06027","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","Data suppressed","Data suppressed","298"
"HIV prevalence","2019","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","3","63.2","4,745"
"HIV prevalence","2019","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Asian","Both sexes","All transmission categories","16","44.0","36,395"
"HIV prevalence","2019","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Black/African American","Both sexes","All transmission categories","230","602.0","38,204"
"HIV prevalence","2019","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Hispanic/Latino","Both sexes","All transmission categories","996","271.5","366,887"
"HIV prevalence","2019","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Native Hawaiian/Other Pacific Islander","Both sexes","All transmission categories","0","0.0","927"
"HIV prevalence","2019","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","White","Both sexes","All transmission categories","473","186.7","253,337"
"HIV prevalence","2019","CA","Kern County","Kern County, CA","06029","Ages 13 years and older","Multiracial","Both sexes","All transmission categories","66","569.8","11,583"
"HIV prevalence","2019","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","American Indian/Alaska Native","Both sexes","All transmission categories","0","0.0","1,119"
"HIV prevalence","2019","CA","Kings County","Kings County, CA","06031","Ages 13 years and older","Asian","Both sexes","All transmission categories","Data suppressed","Data suppressed","4,998"
